'OMalley_Day15_2022-09-07_21-43-35_picNo_181_M45.284694895_N-72.25007824_T01-44-35.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_314.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_182.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_461.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_187_M45.28469234166667_N-72.25007689833333_T01-44-37.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_315_M45.2846402_N-72.24998650333333_T01-45-20.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_188.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_317.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_189_M45.28469093_N-72.25007597166666_T01-44-38.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_459_M45.28460527833333_N-72.249876595_T01-46-08.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_190_M45.28469093_N-72.25007597166666_T01-44-38.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_316_M45.2846402_N-72.24998650333333_T01-45-20.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_191.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_692.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_192_M45.28468931_N-72.25007499_T01-44-39.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_784_M45.28448973333333_N-72.24964414166666_T01-47-56.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_193_M45.28468931_N-72.25007499_T01-44-39.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_318_M45.284639155_N-72.24998457166667_T01-45-21.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_194.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_320.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_217_M45.284676493333336_N-72.25006213166667_T01-44-47.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_460_M45.28460527833333_N-72.249876595_T01-46-08.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_218.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_464.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_219_M45.28467502833333_N-72.25006036166667_T01-44-48.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_319_M45.284639155_N-72.24998457166667_T01-45-21.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_220_M45.28467502833333_N-72.25006036166667_T01-44-48.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_693_M45.28450496166667_N-72.249721395_T01-47-26.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_221.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_323.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_222_M45.28467362333333_N-72.25005865166666_T01-44-49.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_321_M45.28463848166667_N-72.24998250333333_T01-45-22.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_223_M45.28467362333333_N-72.25005865166666_T01-44-49.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_462_M45.28460380833333_N-72.24987495833334_T01-46-09.600000.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_224.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'OMalley_Day15_2022-09-07_21-43-35_picNo_695.png', 'P_Ampliforus', 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
